id,title,artist,genre,mood,instrument,theme,occasion,language,era,audience,tempo,summary,youtube_url
Ho32Oh6b4jc,Perfect,One Direction,Pop music,Nostalgic,"Guitar, Drum kit, Keyboard (musical)","Love, Friendship",Late-night adventure,English,2010s,Fans of One Direction,100.44642857 BPM,"A nostalgic pop song reflecting on love and friendship, often associated with late-night adventures and cherished memories of the band.",https://www.youtube.com/watch?v=Ho32Oh6b4jc
cH4E_t3m3xM,Wolves,"Selena Gomez, Marshmello",Pop music,Empowering,"Singing, Electric guitar, Drum and bass","Struggles and overcoming challenges, lupus awareness",Performance at events,English,2010s,Fans of pop music and Selena Gomez,125 BPM,"The song 'Wolves' by Selena Gomez and Marshmello explores themes of struggle and resilience, particularly in relation to lupus, symbolized by the imagery of wolves. It combines pop and electronic elements, creating an empowering mood that resonates with listeners.",https://www.youtube.com/watch?v=cH4E_t3m3xM
1cQh1ccqu8M,How You Remind Me,Nickelback,Rock music,Nostalgic,"Electric guitar, Acoustic guitar, Drum kit, Bass guitar","Nostalgia, Relationships, Reflection","Celebration, Remembrance",English,Early 2000s,"Fans of rock music, nostalgic listeners",86.54 BPM,"A nostalgic rock anthem that reflects on relationships and personal experiences, resonating with listeners across generations.",https://www.youtube.com/watch?v=1cQh1ccqu8M
0EWbonj7f18,TSUNAMI,DVBBS & Borgeous,Electronic dance music,nostalgic,Synthesizer,,party,,2010s,EDM fans,127.8409091,"A nostalgic EDM track known for its iconic drop, celebrated by fans for its lasting impact and popularity over the years.",https://www.youtube.com/watch?v=0EWbonj7f18
koJlIGDImiU,Hero,Enrique Iglesias,Soul music,Tender,"Acoustic guitar, Singing","Love, Loss, Remembrance","Funeral, Reflection",English,2000s,"Adults, Grieving individuals",152.027027,"A heartfelt ballad reflecting on love, loss, and the memories of loved ones, often associated with personal tributes and emotional moments.",https://www.youtube.com/watch?v=koJlIGDImiU
EyBooxCkF3A,MARMALADE,MACKLEMORE FEAT LIL YACHTY,Hip hop music,"fun, nostalgic","Singing, Keyboard, Piano, Synthesizer","childhood, fun, adventure","summer, parties, casual listening",English,2010s,"young adults, nostalgic listeners",137.195122,"A vibrant and fun music video that captures the essence of childhood adventures and nostalgia, featuring catchy beats and playful lyrics.",https://www.youtube.com/watch?v=EyBooxCkF3A
psuRGfAaju4,Fireflies,Owl City,Pop music,Nostalgic,Synthesizer,Childhood memories,,English,2000s,Youth and nostalgic adults,90.72580645,"The song evokes feelings of nostalgia and childhood memories, often bringing listeners back to simpler times filled with joy and innocence. It has a magical quality that resonates with both younger audiences and adults reminiscing about their past.",https://www.youtube.com/watch?v=psuRGfAaju4
8gyLR4NfMiI,Look at Me Now,Chris Brown,Hip hop music,Exciting,"Drum machine, Drum kit, Synthesizer, Keyboard, Scratching","Nostalgia, Fast rapping, Competition","Parties, Celebrations",English,2010s,Fans of hip hop and fast rap,144.23 BPM,"A high-energy hip hop track featuring fast-paced verses from Busta Rhymes and Lil Wayne, celebrated for its iconic beat and memorable lyrics, evoking nostalgia among listeners.",https://www.youtube.com/watch?v=8gyLR4NfMiI
r2LpOUwca94,Light it Up,Major Lazer,Afrobeat,nostalgic,"Singing, Brass instrument, Synthesizer, Drum and bass","memories, summer vibes","parties, summer gatherings",English,2010s,"young adults, nostalgic listeners",108.17307692 BPM,"A vibrant and nostalgic track that evokes memories of summer and carefree times, characterized by its Afrobeat influences and catchy melodies.",https://www.youtube.com/watch?v=r2LpOUwca94
XCQK6LmhYqc,Let You Love Me,Rita Ora,Pop music,Romantic,"Singing, Synthesizer",Love and relationships,"Casual listening, Romantic moments",English,,Fans of pop and R&B music,127.84090909 BPM,"The song is a romantic pop track that resonates with listeners, showcasing Rita Ora's strong vocals and emotional depth. It has been praised for its production and melody, making it a favorite among fans even years after its release.",https://www.youtube.com/watch?v=XCQK6LmhYqc
MYSVMgRr6pw,Take Me To Church,Hozier,Rock music,Intense,"Guitar, Singing, Keyboard","Critique of religion, Love, Human experience",,English,2010s,"LGBTQ+ community, General music listeners",130.8139535,"The song critiques religious institutions and explores themes of love and acceptance, particularly in the context of LGBTQ+ experiences. Its intense lyrics and powerful instrumentation resonate with listeners, making it a timeless piece.",https://www.youtube.com/watch?v=MYSVMgRr6pw
T4cdfRohhcg,Kiss You,One Direction,Pop music,Nostalgic,"Singing, Guitar, Drum and bass","Friendship, Memories","Reunion, Remembrance",English,2010s,"Teenagers, Young adults",89.28571429 BPM,"The song evokes nostalgia and memories of youth, friendship, and the band's journey, particularly reflecting on the impact of Liam Payne's legacy.",https://www.youtube.com/watch?v=T4cdfRohhcg
28hYUZMufDg,DaBaby - BOP on Broadway (Hip Hop Musical),DaBaby,Hip hop music,Exciting,"Singing, Synthesizer, Drum machine","Dance, Performance","Party, Celebration",English,,Fans of hip hop and dance,127.84090909 BPM,"A vibrant hip hop musical featuring impressive choreography, including handstand twerking and a one-shot dance scene, highlighted by the presence of the Jabbawockeez dance crew.",https://www.youtube.com/watch?v=28hYUZMufDg
Ob7vObnFUJc,Love On Top,Beyoncé,Pop music,Joyful,Singing,Love,Weddings,English,Contemporary,General,93.75 BPM,"A vibrant and soulful love song showcasing Beyoncé's impressive vocal range and dynamic key changes, often celebrated for its joyful and nostalgic feel.",https://www.youtube.com/watch?v=Ob7vObnFUJc
WrsFXgQk5UI,XO Tour Llif3,Lil Uzi Vert,Hip hop music,nostalgic,Singing,"friendship, loss",,English,2010s,young adults,156.25 BPM,"The song explores themes of friendship and loss, resonating with listeners through its raw emotion and nostalgic feel. It has a fast tempo and combines elements of hip hop and rhythm and blues.",https://www.youtube.com/watch?v=WrsFXgQk5UI
2EwViQxSJJQ,Irreplaceable,Beyoncé,"Rhythm and blues, Pop music","Empowering, Nostalgic","Singing, Rattle","Self-worth, Empowerment, Heartbreak","Breakup, Reflection",English,2000s,"Young adults, Women",117.1875 BPM,"A powerful anthem about self-worth and moving on from a toxic relationship, celebrated for its catchy chorus and memorable lyrics.",https://www.youtube.com/watch?v=2EwViQxSJJQ
Hm1YFszJWbQ,Slippery feat. Gucci Mane,Migos,Hip hop music,Exciting,"Drum kit, Piano, Guitar, Synthesizer","Nostalgia, Celebration, Tribute","Party, Celebration",English,Contemporary,Fans of Hip hop and Migos,140.625 BPM,"A high-energy hip hop track featuring Migos and Gucci Mane, celebrated for its catchy flow and memorable verses, particularly from Takeoff. The song evokes nostalgia and serves as a tribute to Takeoff's legacy.",https://www.youtube.com/watch?v=Hm1YFszJWbQ
f4Mc-NYPHaQ,I Want To Break Free,Queen,Rock music,Joyful,"Guitar, Drum, Bass guitar, Singing","Freedom, Self-expression",,English,1980s,Fans of classic rock and Queen,108.17307692 BPM,"A vibrant and iconic rock anthem that celebrates the desire for freedom and self-expression, featuring memorable performances and humor.",https://www.youtube.com/watch?v=f4Mc-NYPHaQ
PVzljDmoPVs,She Wolf (Falling To Pieces),David Guetta,Electronic dance music,"Nostalgic, Powerful","Singing, Synthesizer","Love, Heartbreak","Party, Reminiscing",English,2010s,Fans of Electronic and Pop music,130.8139535,"A nostalgic electronic dance track featuring Sia's powerful vocals, exploring themes of love and heartbreak, resonating deeply with listeners over the years.",https://www.youtube.com/watch?v=PVzljDmoPVs
DksSPZTZES0,Cry Me A River,Justin Timberlake,"Rhythm and blues, Pop music","Nostalgic, Heartbroken","Singing, Sampler, Synthesizer","Heartbreak, Betrayal","Breakup, Reflection",English,Early 2000s,"Teenagers, Young adults",148.02631579 BPM,"A powerful breakup anthem reflecting on themes of heartbreak and betrayal, marked by its nostalgic early 2000s vibe and emotional depth.",https://www.youtube.com/watch?v=DksSPZTZES0
pok8H_KF1FA,Say So,Doja Cat,Pop music,Aesthetic,"Keyboard, Synthesizer, Electric piano, Guitar","Nostalgia, Confidence","Dance, Social media trends",English,"1970s, 1980s","Young adults, Fans of pop and R&B",110.29411765 BPM,"A vibrant and nostalgic pop song that blends elements of funk and disco, characterized by its catchy melody and aesthetic visuals. The song has gained popularity on social media platforms, particularly TikTok, and is celebrated for its danceability and retro vibes.",https://www.youtube.com/watch?v=pok8H_KF1FA
HHP5MKgK0o8,Kill Em With Kindness,Selena Gomez,Pop music,Empowering,"Singing, Keyboard","Kindness, Resilience","Everyday listening, Motivation",English,2010s,"Fans of pop music, Young adults",119.68 BPM,The song conveys a powerful message about responding to negativity with kindness and resilience. It showcases Selena Gomez's vocal talent and has been appreciated for its uplifting lyrics and catchy melody.,https://www.youtube.com/watch?v=HHP5MKgK0o8
ut9ThAbfde0,All Eyes On You,Meek Mill Ft. Nicki Minaj & Chris Brown,Hip hop music,Nostalgic,"Singing, Guitar, Synthesizer",Love and relationships,"Casual listening, Reflective moments",English,2010s,Fans of hip hop and R&B,156.25 BPM,"The song reflects on past relationships, showcasing nostalgia and emotional depth, with a blend of hip hop and R&B elements.",https://www.youtube.com/watch?v=ut9ThAbfde0
zXtsGAkyeIo,Only,Nicki Minaj,Hip hop music,Exciting,"Singing, Synthesizer, Keyboard (musical)","Relationships, Fame","Parties, Celebrations",English,2010s,"Young adults, Fans of hip hop",119.68 BPM,"The song features Nicki Minaj, Drake, Lil Wayne, and Chris Brown, showcasing a blend of rap and playful banter about relationships and fame, with a catchy beat that makes it suitable for parties and celebrations.",https://www.youtube.com/watch?v=zXtsGAkyeIo
BvFJstCIrpw,Adictiva,Daddy Yankee & Anuel AA,"Reggae, Hip hop music",Energetic,"Guitar, Synthesizer, Keyboard","Addiction, Celebration","Parties, Celebrations",Spanish,2010s,Fans of Reggaeton and Latin music,130.81 BPM,"A vibrant reggaeton track that celebrates the addictive nature of love and attraction, featuring energetic beats and catchy melodies, perfect for parties and celebrations.",https://www.youtube.com/watch?v=BvFJstCIrpw
0G3_kG5FFfQ,When You're Gone,Avril Lavigne,Pop music,Sad,"Piano, Guitar, Violin","Loss, Memory, Nostalgia","Funeral, Remembrance",English,2000s,"Young adults, Nostalgic listeners",140.625 BPM,"The song reflects on themes of loss and nostalgia, evoking deep emotions related to missing loved ones and cherishing memories. It resonates with listeners who have experienced grief, making it a poignant reminder of the impact of love and loss.",https://www.youtube.com/watch?v=0G3_kG5FFfQ
RvnkAtWcKYg,Decode,Paramore,Rock music,Nostalgic,"Guitar, Drum kit, Bass guitar, Synthesizer","Nostalgia, Adolescence, Emotional struggles","Listening for comfort, Reminiscing",English,2000s,"Fans of alternative and rock music, Twilight series fans",165.44117647 BPM,"A powerful rock anthem that evokes feelings of nostalgia and emotional reflection, often associated with the Twilight saga, resonating with listeners who connect it to their teenage years and personal struggles.",https://www.youtube.com/watch?v=RvnkAtWcKYg
b-J95fYuVz4,Hookah,Tyga ft. Young Thug,Hip hop music,Party,Synthesizer,Celebration,Party,English,2010s,Young adults,95.33898305,"The song is a party anthem featuring catchy beats and a celebration theme, showcasing the unique styles of Tyga and Young Thug. It has gained a nostalgic following over the years, with listeners appreciating its timeless appeal.",https://www.youtube.com/watch?v=b-J95fYuVz4
RbtPXFlZlHg,Talk Dirty,Jason Derulo,"Hip hop music, Rhythm and blues, Pop music, Funk",Exciting,"Saxophone, Synthesizer, Sampler","Nostalgia, Dance, Relationships","School dance, Parties",English,2010s,"Teens, Young adults",100.44642857 BPM,"A catchy and upbeat song that blends hip hop and pop elements, often associated with dance and nostalgia for the early 2010s. The lyrics have a playful and suggestive tone, making it popular for parties and school dances.",https://www.youtube.com/watch?v=RbtPXFlZlHg
tDq3fNew1rU,Got 2 Luv U,Sean Paul,"Reggae, Pop music","Nostalgic, Uplifting","Singing, Sampler, Synthesizer","Love, Memories","Parties, Celebrations",English,2010s,"General, Fans of Sean Paul",122.2826087,"A nostalgic and uplifting song that blends reggae and pop elements, celebrating love and memories, often associated with joyful occasions.",https://www.youtube.com/watch?v=tDq3fNew1rU
he3DJLXbebI,Right By My Side,Nicki Minaj,Pop music,Nostalgic,"Piano, Synthesizer","Love, Memories",,English,2010s,"Young adults, Fans of Nicki Minaj",108.1730769,"A nostalgic pop and R&B collaboration featuring Nicki Minaj and Chris Brown, reflecting on love and memories, resonating with fans who grew up listening to their music.",https://www.youtube.com/watch?v=he3DJLXbebI
JPIhUaONiLU,Often,The Weeknd,"Rhythm and blues, Pop music, Hip hop music","Exciting, Tender","Singing, Keyboard, Synthesizer, Sampler, Guitar, Piano, Organ","Love, Relationships, Loneliness",,"English, Turkish",2010s,"Young adults, Fans of The Weeknd",133.93 BPM,"The song explores themes of love and relationships, featuring a blend of R&B and pop elements, characterized by its catchy melody and emotional depth.",https://www.youtube.com/watch?v=JPIhUaONiLU
ZkqyIoYAXV8,Purple Lamborghini,Skrillex & Rick Ross,"Hip hop music, Electronic music, Dubstep",Exciting,"Singing, Synthesizer, Drum and bass","Joker, Wealth, Cars",,English,,"Fans of Skrillex, Rick Ross, and the Joker character",148 BPM,"The song features a blend of hip hop and electronic elements, with themes revolving around wealth and the Joker character from the Suicide Squad movie. It has an exciting mood and is characterized by energetic beats and synthesizers.",https://www.youtube.com/watch?v=ZkqyIoYAXV8
wagn8Wrmzuc,Judas,Lady Gaga,Pop music,Exciting,"Singing, Synthesizer, Sampler, Keyboard","Betrayal, Love, Controversy","Dance, Listening Marathon",English,2010s,"Fans of Lady Gaga, Pop music enthusiasts",130.81395349 BPM,"The song 'Judas' by Lady Gaga explores themes of betrayal and love through a controversial lens, drawing on biblical references. It features an exciting pop sound with electronic elements, making it suitable for dance and listening marathons. The music video includes notable appearances and has sparked discussions about its meaning and impact over the years.",https://www.youtube.com/watch?v=wagn8Wrmzuc
hsm4poTWjMs,WAP feat. Megan Thee Stallion,Cardi B,Hip hop music,Exciting,"Singing, Synthesizer, Bass guitar, Drum","Empowerment, Sexuality",,English,,Young adults,130.81 BPM,"The song features a bold and empowering theme centered around sexuality, with an exciting and upbeat tempo. It combines elements of hip hop and pop, showcasing a mix of various instruments including singing, synthesizers, and drums.",https://www.youtube.com/watch?v=hsm4poTWjMs
S_IAqwrvEuU,We Are The Champions,Crazy Frog,Electronic music,Nostalgic,"Singing, Vehicle horn, Air horn, Jingle bell, Bell, Orchestra, Sampler","Childhood memories, Celebration","Nostalgia, Fun",English,2000s,"Children, Nostalgia seekers, Fans of electronic music",130.81395349 BPM,"A nostalgic electronic cover of Queen's classic, blending playful sounds and energetic beats, evoking childhood memories and a sense of fun.",https://www.youtube.com/watch?v=S_IAqwrvEuU
BS46C2z5lVE,My Love,Route 94,House music,Nostalgic,"Singing, Drum machine, Synthesizer, Drum kit","Love, Memories","Parties, Night out",English,2010s,"Young adults, Nostalgia seekers",119.6808511,"A nostalgic house track featuring Jess Glynne, celebrated for its captivating vocals and deep bass, often associated with memories of youth and carefree moments.",https://www.youtube.com/watch?v=BS46C2z5lVE
kt0g4dWxEBo,FourFiveSeconds,"Rihanna, Kanye West, Paul McCartney",Pop,Energetic,"Guitar, Keyboard, Organ, Bass guitar, Piano","Collaboration, Optimism","Casual listening, Celebrations",English,2010s,"General public, Fans of the artists",102.27 BPM,"A unique collaboration featuring Rihanna, Kanye West, and Paul McCartney, blending pop elements with an energetic vibe. The song explores themes of optimism and collaboration, showcasing the distinct styles of each artist.",https://www.youtube.com/watch?v=kt0g4dWxEBo
vWaRiD5ym74,Cake By The Ocean,DNCE,Pop music,Exciting,"Singing, Drum and bass, Synthesizer","Nostalgia, Relationships","Parties, Summer",English,2010s,"Young adults, Teenagers",119.6808511,"The song 'Cake By The Ocean' by DNCE is a catchy pop anthem that evokes feelings of nostalgia and excitement, often associated with summer parties and carefree relationships. Its playful lyrics have led to various interpretations, particularly among younger audiences who initially perceived it as a simple song about cake, only to later realize its deeper, more suggestive meanings.",https://www.youtube.com/watch?v=vWaRiD5ym74
DPxL7dO5XPc,ESSKEETIT,Lil Pump,Hip hop music,Exciting,"Drum machine, Synthesizer, Drum kit","Party, Fun","Parties, Celebrations",English,2010s,"Young adults, Hip hop fans",140.625 BPM,"The song 'ESSKEETIT' by Lil Pump is characterized by its catchy beat and exciting vibe, making it suitable for parties and celebrations. It features a blend of hip hop elements with a focus on fun and party themes, appealing primarily to young adults and hip hop fans.",https://www.youtube.com/watch?v=DPxL7dO5XPc
Mo4cmTaEDIk,Sun Goes Down,Robin Schulz,Electronic dance music,Nostalgic,"Singing, Synthesizer, Drum and bass","Memories, Nostalgia","Summer, Parties",English,2010s,"Young adults, EDM fans",125 BPM,"The song evokes feelings of nostalgia and memories of youth, often associated with summer vibes and past experiences. It features electronic dance music elements and has been well-received over the years, continuing to resonate with listeners.",https://www.youtube.com/watch?v=Mo4cmTaEDIk
GTyN-DB_v5M,Never Forget You,"Zara Larsson, MNEK","Pop music, Electronic music","Emotional, Nostalgic, Sad","Singing, Drum and bass, Synthesizer, Keyboard (musical)","Loss, Remembrance, Love","Memorial, Reflection",English,2010s,"General public, Grieving individuals",144.23076923 BPM,"The song evokes deep emotions related to loss and remembrance, resonating with listeners who reflect on their loved ones and the memories shared with them.",https://www.youtube.com/watch?v=GTyN-DB_v5M
VT1-sitWRtY,Wish You Were Here,Avril Lavigne,Pop music,Nostalgic,"Guitar, Drum","Longing, Heartbreak",,English,,"Fans of Avril Lavigne, Young adults",165.4411765,"The song expresses deep feelings of longing and nostalgia, resonating with listeners across different years. It reflects on memories and emotional connections, often evoking tears and heartfelt responses.",https://www.youtube.com/watch?v=VT1-sitWRtY
mt2zvsvkKKo,Clout,Offset ft. Cardi B,Hip hop music,Exciting,"Singing, Guitar, Keyboard (musical), Synthesizer",Clout and fame,"Party, Gym",English,,"Young adults, Fans of hip hop",140.625 BPM,"The song explores themes of clout and fame, featuring engaging lyrics and a lively beat, making it suitable for parties and workouts.",https://www.youtube.com/watch?v=mt2zvsvkKKo
3y-O-4IL-PU,Please Me,Cardi B & Bruno Mars,"Rhythm and blues, Pop music, Hip hop music, Funk",Exciting,"Singing, Musical instrument, Sampler, Synthesizer","Romance, Chemistry",,English,,Fans of Cardi B and Bruno Mars,133.93 BPM,"The song features a vibrant blend of R&B, pop, and hip-hop elements, showcasing the strong chemistry between Cardi B and Bruno Mars. The comments highlight Bruno's impressive vocals and charm, as well as the playful and romantic vibe of the collaboration.",https://www.youtube.com/watch?v=3y-O-4IL-PU
cSnkWzZ7ZAA,Whistle,Flo Rida,Hip hop music,nostalgic,"Singing, Drum and bass, Synthesizer, Guitar","growing up, realization of lyrics","parties, nostalgic listening",English,2010s,"young adults, nostalgic listeners",104.1666667,"A catchy hip hop song that evokes nostalgia, reflecting on the innocence of childhood and the realization of its suggestive lyrics as listeners grow older.",https://www.youtube.com/watch?v=cSnkWzZ7ZAA
RqcjBLMaWCg,2U,David Guetta ft Justin Bieber,Electronic music,uplifting,"Singing, Drum and bass, Guitar, Keyboard (musical), Synthesizer","beauty, self-love","fashion show, celebration",English,2010s,"young adults, fans of pop and electronic music",144.23 BPM,"A vibrant electronic track featuring Justin Bieber's vocals, celebrated for its catchy melody and themes of beauty and self-acceptance, often associated with fashion and empowerment.",https://www.youtube.com/watch?v=RqcjBLMaWCg
NuXaPB_KWg8,Chocolat,Lartiste,"Afrobeat, Pop music, Hip hop music","Nostalgic, Joyful","Singing, Synthesizer, Keyboard","Childhood memories, Celebration","Casual listening, Nostalgia",French,Contemporary,Fans of Afrobeat and Pop music,108.17307692 BPM,"The song 'Chocolat' by Lartiste featuring Awa Imani evokes nostalgia and joy, celebrating childhood memories and good times. It features a blend of Afrobeat, pop, and hip hop elements, appealing to a contemporary audience who enjoys upbeat and memorable tunes.",https://www.youtube.com/watch?v=NuXaPB_KWg8
LUjn3RpkcKY,Mistletoe,Justin Bieber,Pop music,Festive,"Guitar, Jingle bell, Bell","Christmas, Love",Christmas,English,,General,160.71428571 BPM,"A festive pop song celebrating the spirit of Christmas, often associated with love and joy during the holiday season.",https://www.youtube.com/watch?v=LUjn3RpkcKY
1TsVjvEkc4s,Good For You,Selena Gomez,Rhythm and blues,"Tender, Relaxing, Timeless","Singing, Keyboard, Synthesizer","Love, Pride, Self-Confidence","Romantic Moments, Celebrations",English,Contemporary,"Young Adults, Fans of Pop and R&B",89.28571429 BPM,"A smooth and sensual song that showcases Selena Gomez's intimate vocal style, celebrating love and self-confidence. The track has a timeless quality, resonating with listeners long after its release.",https://www.youtube.com/watch?v=1TsVjvEkc4s
SgM3r8xKfGE,Club Can't Handle Me,Flo Rida,Dance music,Nostalgic,"Singing, Synthesizer, Drum kit",Memories of youth and good times,"Clubbing, Parties",English,2000s,"Young adults, Nostalgia seekers",127.84090909 BPM,"A nostalgic dance anthem that evokes memories of youth and carefree times, often associated with clubbing and parties during the late 2000s.",https://www.youtube.com/watch?v=SgM3r8xKfGE
PfGaX8G0f2E,I'll Show You,Justin Bieber,Pop music,Heartwarming,"Singing, Drum and bass, Synthesizer","Self-reflection, Human experience",,English,,"Beliebers, Fans of pop music",127.84090909 BPM,"The song is a heartfelt exploration of personal struggles and self-identity, resonating deeply with listeners who find comfort and motivation in its message.",https://www.youtube.com/watch?v=PfGaX8G0f2E
rSOzN0eihsE,Beautiful,Akon,"Rhythm and blues, Pop music, Hip hop music","Nostalgic, Uplifting, Confident","Singing, Sampler, Synthesizer","Beauty, Nostalgia, Memories","Casual listening, Reminiscing",English,2000s,"Fans of Akon, Nostalgic listeners",130.81 BPM,"A nostalgic and uplifting song that celebrates beauty and evokes memories of the past, resonating with listeners across generations.",https://www.youtube.com/watch?v=rSOzN0eihsE
SOI4OF7iIr4,Somebody To Love Remix,Justin Bieber,Pop music,Nostalgic,"Singing, Sampler, Synthesizer, Keyboard",Love and longing,"Super Bowl performance, nostalgic listening",English,2010s,Teenagers and young adults,130.8139535,"A nostalgic pop song featuring themes of love and longing, often associated with youthful memories and significant moments like performances at major events.",https://www.youtube.com/watch?v=SOI4OF7iIr4
vNoKguSdy4Y,I Knew You Were Trouble,Taylor Swift,Pop music,Nostalgic,"Guitar, Piano, Synthesizer","Heartbreak, Self-discovery",Listening for nostalgia,English,2010s,"Young adults, Fans of Taylor Swift",102.27272727 BPM,"A nostalgic pop song reflecting on heartbreak and self-discovery, resonating with listeners who reminisce about their past experiences.",https://www.youtube.com/watch?v=vNoKguSdy4Y
x6UODla2hqE,Llegamos a La Disco,Daddy Yankee,Reggae,Exciting,"Singing, Sampler, Synthesizer, Keyboard",,Party,Spanish,,Fans of Reggaeton and Latin music,89.28571429,"A classic reggaeton track that continues to resonate with fans, showcasing Daddy Yankee's legendary status in the genre.",https://www.youtube.com/watch?v=x6UODla2hqE
JFm7YDVlqnI,Laugh Now Cry Later,Drake,Hip hop music,nostalgic,"Drum machine, Synthesizer, Electric guitar, Piano","success, nostalgia, humor","driving, summer vibes",English,2020s,"young adults, hip hop fans",133.92857143 BPM,"A blend of humor and nostalgia, this song features Drake and Lil Durk, showcasing a catchy hip hop vibe perfect for driving and summer days, while also serving as a playful Nike advertisement.",https://www.youtube.com/watch?v=JFm7YDVlqnI
ESXgJ9-H-2U,Hideaway,Kiesza,House music,Nostalgic,"Singing, Synthesizer, Keyboard","Memories, Adventure","Party, Dance",English,2010s,"Dance music lovers, Nostalgia seekers",122 BPM,"A nostalgic dance track with a one-take music video showcasing vibrant choreography and an urban backdrop, reminiscent of 90s house music.",https://www.youtube.com/watch?v=ESXgJ9-H-2U
9h30Bx4Klxg,Same Old Love,Selena Gomez,Pop music,Nostalgic,"Guitar, Keyboard, Synthesizer","Heartbreak, Love",,English,2010s,"Teenagers, Young adults",98.68421053 BPM,"A nostalgic pop song reflecting on the struggles of love and heartbreak, resonating with listeners over the years.",https://www.youtube.com/watch?v=9h30Bx4Klxg
Xn676-fLq7I,Stronger (What Doesn't Kill You),Kelly Clarkson,Pop music,Inspirational,"Singing, Synthesizer, Drum and bass",Resilience and strength in overcoming adversity,"Motivational moments, personal struggles",English,,Individuals facing challenges and seeking motivation,117.1875 BPM,"A powerful anthem about resilience and overcoming life's challenges, this song resonates with listeners who have faced adversity, providing motivation and strength.",https://www.youtube.com/watch?v=Xn676-fLq7I
b4Bj7Zb-YD4,My Way,Calvin Harris,Dance music,Nostalgic,"Singing, Synthesizer, Electric piano","Memories, Life experiences","Road trips, Summer days",English,2010s,Fans of EDM and Dance music,119.68 BPM,"A nostalgic dance track that evokes memories of past summers and good times, featuring a blend of electronic instruments and Calvin Harris's signature sound.",https://www.youtube.com/watch?v=b4Bj7Zb-YD4
5XK4v2fgMPU,iSpy feat. Lil Yachty,KYLE,Hip hop music,Nostalgic,"Singing, Sampler, Synthesizer",Looking back on simpler times,"Casual listening, Reflection",English,Contemporary,"Young adults, Teens",148.0263158,"The song evokes nostalgia and reflects on simpler times, resonating with listeners who feel a connection to its upbeat vibe and relatable lyrics.",https://www.youtube.com/watch?v=5XK4v2fgMPU
zCB8Z_fO2Yo,Como Yo Le Doy,Pitbull ft. Don Miguelo,Afrobeat,nostalgic,Sampler,memories of youth,"parties, social gatherings",Spanish,2010s,Latin American youth,98.68421053 BPM,"A nostalgic song that evokes memories of youth and carefree times, often played at parties and social events.",https://www.youtube.com/watch?v=zCB8Z_fO2Yo
NmugSMBh_iI,Maps,Maroon 5,Pop music,Sad,"Guitar, Keyboard, Synthesizer","Heartbreak, Betrayal",,English,2010s,Young adults,119.68 BPM,"The song 'Maps' by Maroon 5 explores themes of heartbreak and betrayal, resonating deeply with listeners through its emotional lyrics and melodic instrumentation. The music video adds a narrative layer that enhances the song's impact, evoking feelings of nostalgia and sadness.",https://www.youtube.com/watch?v=NmugSMBh_iI
#NAME?,Back to You,Louis Tomlinson,Pop music,"Nostalgic, Emotional","Singing, Guitar, Synthesizer, Drum machine","Loss, Friendship, Reflection",,English,,"Fans of Louis Tomlinson, One Direction fans",75 BPM,"The song features Louis Tomlinson's distinctive accent and emotional delivery, reflecting themes of nostalgia and friendship, particularly in relation to his past with One Direction. The comments highlight his charm and the emotional connection fans have with his music.",https://www.youtube.com/watch?v=-HjpL-Ns6_A
il9nqWw9W3Y,Cool for the Summer,Demi Lovato,Pop music,Exciting,"Singing, Keyboard, Synthesizer","Summer romance, Secrecy","Summer parties, Celebrations",English,2010s,"Young adults, Fans of pop music",114.7959184,"A vibrant pop anthem celebrating summer love and carefree moments, characterized by catchy hooks and an upbeat tempo.",https://www.youtube.com/watch?v=il9nqWw9W3Y
RubBzkZzpUA,Started From the Bottom,Drake,Hip hop music,Inspiring,"Singing, Keyboard, Synthesizer, Guitar","Overcoming struggles, Personal growth","Celebration, Motivation",English,2010s,"Young adults, Dreamers",170.4545455,"The song reflects on personal growth and overcoming struggles, resonating with listeners who relate to the journey from humble beginnings to success.",https://www.youtube.com/watch?v=RubBzkZzpUA
HWyEEj2pSt0,Tranquila,J Balvin,Reggae,Joyful,"Singing, Sampler, Synthesizer, Keyboard, Drum and bass","Nostalgia, Celebration","Parties, Gatherings",Spanish,2020s,"Fans of Latin music, Young adults",175.78125 BPM,"A vibrant and nostalgic song that continues to resonate with listeners, celebrated for its catchy rhythm and joyful vibe, making it a popular choice for parties and gatherings.",https://www.youtube.com/watch?v=HWyEEj2pSt0
50-_oTkmF5I,Shower,Becky G,Pop music,Nostalgic,"Singing, Keyboard (musical)",Memories of childhood and simpler times,Listening in the shower,English,2010s,Young adults and teens reminiscing about their childhood,119.68 BPM,"The song evokes strong feelings of nostalgia, reminding listeners of happier times in their youth, often associated with carefree moments and joyful memories.",https://www.youtube.com/watch?v=50-_oTkmF5I
VA770wpLX-Q,I Need A Doctor,Dr. Dre,Hip hop music,Emotional,"Keyboard, Guitar, Drum","Loyalty, Gratitude, Mentorship","Reflection, Nostalgia",English,2000s,"Hip hop fans, Eminem and Dr. Dre supporters",104.16666667 BPM,"The song expresses deep emotions of gratitude and loyalty, highlighting the mentorship between Dr. Dre and Eminem. It reflects on their journey and the impact they've had on each other's careers.",https://www.youtube.com/watch?v=VA770wpLX-Q
